"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour plastic recycling AND traceability";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"190";"Method for evaluating influence of electric heavy truck on environment sustainable development capability";"WU DAN 
CHEN RUIRUI 
LIU SHU 
LI LILI 
CHEN RAN 
MI RONGWEI 
SHI SHANSHAN";"STATE GRID SHANGHAI MUNICIPAL ELECTRIC POWER CO 
SICHUAN ENERGY INTERNET RESEARCH INSTITUTE OF TSINGHUA UNIV";"CN120765052A";"2025-06-25";"G06Q10/0637 
G06Q10/083 
G06Q50/26";"G06Q10/06375 (CN) 
G06Q10/0838 (CN) 
G06Q50/26 (CN)";"2025-10-10";"2025-10-10";"097238549";
"191";"CONVERSION OF WASTE PLASTIC LIQUIFIED BY ADDITION OF A SOLVENT IN FLUIDIZED CATALYTIC CRACKER TO PRODUCE PARA-XYLENE";"SLIVENSKY DAVID EUGENE [US] 
BITTING DARYL [US] 
COLLINS NICK ALLEN [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US]";"EASTMAN CHEM CO [US]";"US20260035628A1";"2022-08-03";"C08J11/18 
C10G35/04 
C10G47/30 
C10G69/10";"C08J11/12 (EP) 
C08J11/18 (US) 
C10B53/07 (EP) 
C10G1/002 (EP) 
C10G1/10 (EP) 
C10G11/18 (EP) 
C10G35/00 (EP) 
C10G35/04 (US) 
C10G45/58 (EP) 
C10G47/00 (EP) 
C10G47/30 (US) 
C10G55/04 (EP) 
C10G55/06 (EP) 
C10G63/08 (EP) 
C10G69/04 (EP) 
C10G69/08 (EP) 
C10G69/10 (US) 
C10G9/36 (EP) 
C08J11/24 (EP) 
C08J2323/02 (EP) 
C08J2367/02 (EP) 
C10G2300/1003 (EP,US) 
C10G2400/02 (US) 
C10G2400/30 (EP,US)";"2026-02-05";"2024-02-08";"087571303";
"192";"Industrial carbon integral evaluation accounting method for park peak reaching path";"XU SHASHA 
DONG JIANQIANG 
LIU JUANYU 
WANG SIJUE 
WEI CHEN 
WU HAIPENG 
LI XINYUE 
LI YONGQING 
ZHANG LI 
ZHANG LAIDONG 
LIU XIAOJING 
MAO ZHEN 
CHEN YING 
HAN SHUWANG 
LI LIN 
LI SHUAIYAN 
ZHANG JIAN 
JIANG LINCHENG";"TIANJIN RICHSOFT ELECTRIC POWER INFORMATION TECH CO LTD 
STATE GRID INFORMATION & TELECOMMUNICATION CO LTD";"CN121329446A";"2025-08-29";"G06Q10/0639 
G06Q30/018 
G06Q50/26";"";"2026-01-13";"2026-01-13";"098331620";
"193";"Intelligent sorting and recycling system suitable for community garbage";"LIN WENQI 
GUO ZICHENG 
XIE XIE";"HUANCHUANG XIAMEN TECH CO LTD";"CN211077166U";"2019-09-16";"B65F1/00 
B65F1/14";"Y02W30/10 (EP)";"2020-07-24";"2020-07-24";"071629188";
"194";"Procédé d'échange de données entre différents intervenants d'une organisation de collecte de déchets";"SAINDRENAN BERNARD [FR] 
CAMBE DIDIER [FR]";"PLASTIC OMNIUM CIE [FR]";"EP1842802A1 
EP1842802B1";"2006-04-03";"B65F1/14";"B65F1/1484 (EP)";"2007-10-10 
2016-03-09";"2007-10-05";"037635788";
"195";"SYSTÈME ET PROCÉDÉ DE GESTION DU RECYCLAGE";"SIRA MARTINEZ ENRIQUE [ES] 
PÉREZ LLEBOT DANIEL EDUARDO [ES] 
MUÑOZ RODRÍGUEZ MICHEL [ES] 
TROYA VIDAL ALEJANDRO MIGUEL [ES]";"SIRA MARTINEZ ENRIQUE [ES]";"EP3579157A1";"2018-06-05";"G06Q10/00 
G06Q10/08";"G06Q10/08 (EP) 
G06Q10/30 (EP) 
Y02W90/00 (EP)";"2019-12-11";"2019-12-11";"062716006";
"196";"Garbage treatment system for shipbuilding and treatment method thereof";"CHENG SHI";"ZHOUSHAN YULONG SHIP ENG CO LTD";"CN120696201A 
CN120696201B";"2025-05-15";"B07C5/34 
B07C5/342 
B07C5/36 
B09B5/00 
B25J9/16 
G06N3/0464 
G06V10/46 
G06V10/54 
G06V10/56 
G06V10/764 
G06V10/82 
G06V20/64";"B07C5/34 (CN) 
B07C5/3416 (CN) 
B07C5/3422 (CN) 
B07C5/362 (CN) 
B09B5/00 (CN) 
B25J9/1664 (CN) 
G06V10/46 (CN) 
G06V10/54 (CN) 
G06V10/56 (CN) 
G06V10/764 (CN) 
G06V10/82 (CN) 
G06V20/64 (CN) 
B07C2501/0054 (CN) 
B07C2501/0063 (CN) 
G06N3/0464 (CN)";"2025-09-26 
2026-04-03";"2025-09-26";"097113386";
"197";"Medical waste recycling system and data storage method thereof";"LIU CHANGWEI 
MENG XIANGBAO 
CUI CHENGJIANG";"GUANGDONG HUIFU INFORMATION TECH CO LTD";"CN111661531A 
CN111661531B";"2020-06-05";"B65F1/14 
B65F7/00 
B65F9/00 
G06Q10/00 
G16H40/20";"B65F1/14 (CN) 
B65F7/00 (CN) 
B65F9/00 (CN) 
G06Q10/30 (CN) 
G16H40/20 (CN) 
B65F2210/138 (CN) 
B65F2210/184 (CN) 
Y02W90/00 (EP)";"2020-09-15 
2022-07-19";"2020-09-15";"072386497";
"198";"Aluminum profile extrusion production process for shower machining";"ZHENG YIFEI";"WENZHOU ZHENGBA SANITARY WARE CO LTD";"CN121776283A";"2026-02-24";"B21C23/14 
B21C29/00 
B21C31/00 
B21C35/02 
B21C43/00";"B21C23/142 (CN) 
B21C29/00 (CN) 
B21C29/003 (CN) 
B21C31/00 (CN) 
B21C35/023 (CN) 
B21C43/00 (CN)";"2026-04-03";"2026-04-03";"099231871";
"199";"DISPOSITIF DE RECYCLAGE";"AKINCI AKIN [TR] 
ÖZSOY MURAT [TR] 
ÖZSOY NESLIHAN [TR]";"SAKARYA UENIVERSITESI REKTOERLUEGUE [TR]";"WO2025071516A1";"2023-09-26";"B09B3/20 
B29B17/00 
F16L9/128";"B09B3/20 (EP) 
B29B17/0005 (EP) 
B09B2101/50 (EP) 
B09B2101/75 (EP) 
B09B3/32 (EP) 
B29K2105/06 (EP) 
B29K2309/08 (EP) 
F16L9/128 (EP)";"2025-04-03";"2024-05-21";"095201955";
"200";"WASTE PLASTIC PYROLYSIS VAPORS AND RESIDUE AS FEEDSTOCK TO FLUIDIZED CATALYTIC CRACKER";"COLLINS NICK ALLEN [US] 
BITTING DARYL [US] 
POLASEK MICHAEL GARY [US] 
SLIVENSKY DAVID EUGENE [US] 
WU XIANCHUN [US]";"EASTMAN CHEM CO [US]";"US20260035627A1";"2022-08-03";"C08G63/183 
C10G69/08";"C08G63/183 (US) 
C10G1/002 (EP) 
C10G1/10 (EP) 
C10G11/18 (EP) 
C10G35/00 (EP) 
C10G45/58 (EP) 
C10G47/00 (EP) 
C10G55/04 (EP) 
C10G55/06 (EP) 
C10G63/08 (EP) 
C10G69/04 (EP) 
C10G69/08 (EP,US) 
C10G9/36 (EP) 
C10B53/07 (EP) 
C10G2300/1003 (EP,US) 
C10G2300/807 (US) 
C10G2400/02 (US) 
C10G2400/30 (EP,US)";"2026-02-05";"2024-02-08";"087570953";
"201";"Negative-pressure down filling room";"WANG RUNBANG 
WANG RUNJI 
WANG LILI 
WANG HONG 
CHEN SHANGBIAO";"TAMBOR GROUP PLC";"CN121672400A";"2025-12-01";"B68G7/06 
G01D21/02 
G05D27/02";"";"2026-03-17";"2026-03-17";"099027954";
"202";"Medical waste recycling garbage bin based on sterilization and data storage method thereof";"LIU CHANGWEI 
MENG XIANGBAO 
CUI CHENGJIANG";"GUANGDONG HUIFU INFORMATION TECH CO LTD";"CN111661518A 
CN111661518B";"2020-06-05";"B65F1/14 
B65F7/00";"B65F1/14 (CN) 
B65F7/00 (CN) 
B65F2210/138 (CN) 
B65F2210/184 (CN)";"2020-09-15 
2022-07-19";"2020-09-15";"072386307";
"203";"Textile recycling plant (Machine-translation by Google Translate, not legally binding)";"GUTIÉRREZ PÉREZ FRANCISCO JAVIER [ES]";"HORIZONTE WTS 2030 SOLUCIONES INTEGRALES S L [ES]";"ES1280270U 
ES1280270Y";"2021-09-13";"B09B3/00 
B29B17/02 
D06B23/00";"Y02W30/62 (EP)";"2021-10-28 
2022-01-19";"2021-10-28";"078203827";
"204";"Semi-automatic medicine bottle tagging and identifying all-in-one machine";"CHEN BING 
LIU WENCHAO";"WUHAN WISAN ZHIHUI MEDICAL TECH DEVELOPMENT CO LTD";"CN121849489A";"2026-02-05";"B65C9/18 
B65C9/42 
G06K17/00 
G06K19/06 
G06K19/077 
G06K7/10 
G06Q30/018";"B65C9/18 (CN) 
B65C9/42 (CN) 
G06K17/0022 (CN) 
G06K19/06009 (CN) 
G06K19/077 (CN) 
G06K7/10 (CN) 
G06Q30/018 (CN) 
Y02P90/30 (EP)";"2026-04-14";"2026-04-14";"099376583";
"205";"PROCÉDÉ ET SYSTÈME POUR LA TRAÇABILITÉ D'UN PRODUIT DANS UN RÉSEAU DE CHAÎNE D'APPROVISIONNEMENT";"C VIDYASHANKAR [IN] 
RAJAGOPALAN AISHVARYA [IN]";"C VIDYASHANKAR [IN] 
RAJAGOPALAN AISHVARYA [IN]";"WO2021234561A2 
WO2021234561A3";"2020-05-18";"G06K9/62 
G06Q10/08";"G06Q10/08 (EP) 
G06Q10/0833 (EP) 
G06Q30/018 (EP)";"2021-11-25 
2022-01-06";"2021-11-25";"078709103";
"206";"Paper cup reutilization convertible seedling raising container system, biodegradable barrier coating composition and seedling raising kit";"";"DBC NEW MATERIAL TECH SHANGHAI CO LTD 
BOTAN SHANGHAI BIOLOGICAL MAT CO LTD 
ZHONGKE LIANHUA CO LTD 
RING COATINGS LTD 
DBC GROUP CO LTD";"CN121694147A 
CN121694147B";"2026-02-13";"A01C1/04 
A01G24/15 
A01G24/22 
A01G24/25 
A01G31/02 
A01G9/029 
A01G9/08 
B08B9/08 
C09D167/04 
C09D7/65 
D21H19/20 
D21H19/28 
D21H21/14";"Y02W90/10 (EP)";"2026-03-20 
2026-04-17";"2026-03-20";"099065601";
"207";"RECYCLING METHOD AND TAGGANT FOR A RECYCLABLE PRODUCT";"SUTTON PHILIP [GB]";"SUTTON PHILIP [GB]";"KR20260038300A";"2018-03-21";"B07C5/34 
B07C5/342 
B07C5/36 
B29B17/00 
B29B17/02 
G06Q10/30 
G06V10/82";"B07C5/3412 (EP,GB,KR,US) 
B07C5/342 (GB,KR,US) 
B09B3/00 (KR) 
B29B17/02 (EP,GB,KR,US) 
B29B17/0412 (KR) 
G06N3/0464 (EP) 
G06N3/08 (US) 
G06N3/09 (EP) 
G06Q10/0833 (GB) 
G06Q30/018 (GB,US) 
G06V10/82 (EP) 
G06V20/60 (EP) 
B07C2501/0054 (US) 
B29B17/0412 (EP) 
B29B2017/0089 (EP,KR) 
B29B2017/0203 (EP) 
B29B2017/0213 (EP,KR) 
B29B2017/0224 (EP) 
B29B2017/0265 (EP) 
B29B2017/0279 (EP,GB) 
B29B2017/0282 (EP,GB) 
B29B2017/0468 (KR) 
B29B2017/0484 (EP) 
B29L2031/7158 (EP) 
G06K7/1413 (US) 
G06K7/1417 (US) 
Y02W30/20 (KR) 
Y02W30/52 (EP,GB,KR) 
Y02W30/62 (EP,GB,KR) 
Y02W30/80 (GB) 
Y02W90/00 (EP)";"2026-03-18";"2019-09-25";"062017868";
"208";"Multifunctional medical waste recycling bin";"WANG XIANG 
CAI NA 
LI YONGQING";"TIANJIN HAIHE HOSPITAL";"CN215157894U";"2021-06-24";"B65F1/00 
B65F1/14 
B65F1/16";"";"2021-12-14";"2021-12-14";"079382623";
"209";"Method for evaluating remanufacturing access period of engineering mechanical arm rest class structure";"YANG MINGLIANG 
XU GENING 
HAN XIAOJUN 
DONG QING 
CHANG ZHENGYAN";"UNIV TAIYUAN SCIENCE & TECH";"CN103838931A 
CN103838931B";"2014-03-10";"G06F17/50";"";"2014-06-04 
2017-08-29";"2014-06-04";"050802422";
"210";"METHOD FOR CONVERTING MELTED OR DISSOLVED WASTE PLASTIC IN A FLUIDIZED CATALYTIC CRACKER AND/OR IN A HYDROCRACKING UNIT";"SLIVENSKY DAVID EUGENE [US] 
BITTING DARYL [US] 
COLLINS NICK ALLEN [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US]";"EASTMAN CHEM CO [US]";"US20260042717A1";"2022-08-03";"C07C4/06 
C10G11/18 
C10G55/06";"C07C4/06 (US) 
C08J11/12 (EP) 
C10B53/07 (EP) 
C10G1/002 (EP) 
C10G1/10 (EP) 
C10G11/18 (EP,US) 
C10G35/00 (EP) 
C10G45/58 (EP) 
C10G47/00 (EP) 
C10G55/04 (EP) 
C10G55/06 (EP,US) 
C10G63/08 (EP) 
C10G69/04 (EP) 
C10G69/08 (EP) 
C10G9/36 (EP) 
C08J2323/02 (EP) 
C10G2300/1003 (EP,US) 
C10G2400/02 (EP) 
C10G2400/06 (EP,US) 
C10G2400/10 (EP) 
C10G2400/30 (EP)";"2026-02-12";"2024-02-08";"087570913";
"211";"Full-automatic rice-milling vending machine";"HE BOFENG 
QIN JIAN 
WANG YUBIN";"LIAONING WEIXIAN TECH CO LTD";"CN105719397A";"2016-01-25";"B02B5/02 
G07F13/04";"B02B5/02 (CN) 
G07F13/04 (CN)";"2016-06-29";"2016-06-29";"056155376";
"212";"Sustainability evaluation method and system for sustainable aviation fuel";"XIA ZUXI 
YANG ZHIYUAN 
ZHOU NING 
HU XIAOJIA 
DONG YIYUAN 
ZENG PING 
WANG BIYAO 
QIAN JING";"CIVIL AVIATION SECOND INSTITUTE CHENGDU SUSTAINABLE AVIATION FUEL TECH CO LTD";"CN120655320A";"2025-05-26";"G06Q30/018 
G06Q50/26";"G06Q30/018 (CN) 
G06Q50/26 (CN)";"2025-09-16";"2025-09-16";"097007340";
"213";"RECYCLING SYSTEM FOR DISCARDED FOOD";"TAKAHASHI SHIGERU 
MIYAJIMA SHOJI 
NAGAO SHIGEYUKI 
YAGUCHI HIROHARU 
WATANABE TAKANORI 
YAKOU HIROYUKI 
YAMAGUCHI HIDEKAZU";"MAEKAWA SEISAKUSHO KK 
AGRI GAIA SYSTEM CO LTD 
YAMAGUCHI HIDEKAZU";"JP2008284461A";"2007-05-17";"B09B3/00 
C05F9/00";"Y02A40/20 (EP) 
Y02E50/30 (EP) 
Y02P60/87 (EP) 
Y02W30/40 (EP)";"2008-11-27";"2008-11-27";"040144692";
"214";"Tank special for garbage collection";"XIE ZHAOXIAN 
XU YA 
WU XIAOYU 
SONG YUBO 
ZHANG WENJING 
XIAO CHANGHAN 
XIN PEILIN";"CURVUFUN NORMAL UNIV";"CN216375984U";"2021-10-29";"B65F1/00 
B65F1/14";"";"2022-04-26";"2022-04-26";"081250272";
"215";"Storage structure for hardware recovery and safety box for hard disk recovery";"GAO WENZHONG 
WANG LEILEI 
ZHANG FENG";"HANGZHOU DONGCHENG ELECTRONIC CO LTD";"CN222774871U";"2024-07-09";"G07F7/06";"";"2025-04-18";"2025-04-18";"095350312";
"216";"COMPUTER-IMPLEMENTED METHOD FOR DETERMINING A SUSTAINABILITY SCORE";"LEED MARINA GRACE DICKENS [DE] 
TUERKOGLU GAZI [DE] 
KELLER WILHELM [DE] 
SOLFRANK MARTINA [DE] 
KELLER ROBERT ANTHONY [US] 
REICH OILVER [DE] 
LEINO CALLEJA DAVID [RU] 
HOH LI NOI LILIAN [DE] 
KUHN OLIVER [DE] 
SATHYANARAYANA SHYAM SUNDAR [DE] 
PAHNKE KAI [DE] 
ELTZE TOBIAS [DE] 
BEIL CHRISTIAN [DE]";"BASF SE [DE]";"US2024013128A1";"2020-11-20";"G06K19/06 
G06K7/10 
G06Q10/0639 
G06Q10/30 
H04L9/00";"B29B17/00 (EP,KR) 
G06K19/06037 (KR,US) 
G06K7/10 (KR,US) 
G06Q10/06393 (KR,US) 
G06Q10/0833 (EP) 
G06Q10/30 (EP,KR,US) 
G06V10/7715 (KR) 
H04L9/50 (KR) 
B29B2017/0089 (EP,KR) 
Y02W30/62 (EP,KR) 
Y02W90/00 (EP,KR)";"2024-01-11";"2022-05-27";"073543173";
"217";"METHOD FOR RECYCLING LITHIUM BATTERIES";"HANISCH CHRISTIAN [DE] 
ELWERT TOBIAS [DE] 
BRÜCKNER LISA [DE]";"DUSENFELD GMBH [DE]";"US12018350B2 
US2021032721A1";"2018-01-30";"C22B1/00 
C22B21/00 
C22B26/12 
C22B3/00 
C22B3/26 
C22B47/00 
C22B7/00 
H01M10/54 
C22B3/08";"C01B32/205 (CN) 
C22B1/005 (US) 
C22B1/06 (EP,KR) 
C22B15/0063 (CN) 
C22B21/0023 (CN,US) 
C22B23/04 (CN) 
C22B23/0407 (EP,KR,US) 
C22B23/0453 (US) 
C22B26/12 (EP,CN,KR,US) 
C22B3/08 (KR,US) 
C22B3/26 (EP,US) 
C22B47/00 (CN) 
C22B47/0045 (EP,KR,US) 
C22B7/006 (CN) 
C22B7/007 (EP,KR,US) 
H01M10/54 (EP,CN,KR,US) 
Y02P10/20 (EP,US) 
Y02W30/84 (EP,US)";"2021-02-04 
2024-06-25";"2019-07-31";"062091762";
"218";"Ecological circulation method for feeding and fattening pigs";"HU ANXUE";"SICHAUN DICHEN AGRICULTURAL LTD LIABILITY COMPANY";"CN105325366A";"2015-10-30";"A01K67/02 
A01K67/033 
A23K10/30 
A23K10/38 
A23K50/30 
C12G3/02 
C12H6/02";"A01K67/02 (CN) 
A01K67/30 (CN) 
C12G3/02 (CN) 
C12H6/02 (CN) 
Y02P60/87 (EP)";"2016-02-17";"2016-02-17";"055276357";
"219";"A FOOD PACKAGE RECYCLING APPARATUS AND METHOD";"EGIDI SARA [IT] 
BORELLI GABRIELE [IT] 
TROVATO BATTAGLIOLA RICCARDO [IT]";"TETRA LAVAL HOLDINGS & FINANCE [CH]";"US12039503B2 
US2022188777A1";"2019-03-29";"G06Q10/00 
G06K19/07 
G06Q10/30";"G06K19/0723 (US) 
G06Q10/08 (EP) 
G06Q10/30 (EP,US) 
Y02W90/00 (EP)";"2022-06-16 
2024-07-16";"2020-09-30";"066049012";
"220";"Tracing lock, lock bolt, article tracing system and method";"TIAN XIAOPING";"TIAN XIAOPING";"CN102831820A";"2012-08-02";"G06K7/00 
G06Q10/08 
G06Q50/30 
G09F3/03";"";"2012-12-19";"2012-12-19";"047334923";
"221";"SINGLE BODY PLUG WITH SELF-DRILLING SYSTEM (Machine-translation by Google Translate, not legally binding)";"VARELA ELENA JONATHAN [ES]";"VARELA ELENA JONATHAN [ES]";"ES1301863U 
ES1301863Y";"2023-01-09";"B65D39/08 
B65D41/38 
B65D41/58";"B65D39/08 (EP) 
B65D41/38 (EP) 
B65D41/58 (EP) 
B65D47/06 (EP) 
B65D5/74 (EP)";"2023-07-12 
2023-10-03";"2023-07-12";"087071157";
"222";"Intelligent environment-friendly garbage classifying and recycling system and method for recycling and classifying garbage by using same";"HUANG MENGYAO";"HANGZHOU REASHENG ENV PROT TECH CO LTD";"CN105730930A";"2016-02-04";"B65F1/08 
B65F1/14";"B65F1/006 (CN) 
B65F1/085 (CN) 
B65F1/14 (CN) 
B65F2210/108 (CN) 
B65F2210/128 (CN) 
B65F2210/129 (CN) 
B65F2210/138 (CN) 
B65F2210/164 (CN) 
B65F2210/176 (CN)";"2016-07-06";"2016-07-06";"056245576";
"223";"Waste recycling transaction method and system";"CHEN RONGJI";"TIANJIN CITY MINE TECH GROUP CO LTD";"CN121937114A";"2026-01-15";"B07C5/16 
B07C5/34 
G01G19/414 
G06F16/953 
G06Q10/30 
G06Q20/10 
G06Q20/22 
G06Q20/38 
G06Q30/0202 
G06Q30/0283";"B07C5/16 (CN) 
B07C5/34 (CN) 
G01G19/4144 (CN) 
G06Q10/30 (CN) 
G06Q20/102 (CN) 
G06Q20/223 (CN) 
G06Q20/389 (CN) 
G06Q30/0206 (CN) 
G06Q30/0283 (CN) 
B07C2501/0054 (CN) 
G06F16/953 (CN) 
Y02W90/00 (EP)";"2026-04-28";"2026-04-28";"099529120";
"224";"100% biodegradable garbage bag with traceable two-dimensional code identifier and production method";"LI SHUANGLI";"QINGDAO ZHOUSHI PLASTIC PACKING CO LTD";"CN110698819A";"2019-10-18";"C08J5/18 
C08L3/08 
C08L67/02 
C08L67/04 
C09D11/30 
C09D11/38";"C08J5/18 (CN) 
C09D11/30 (CN) 
C09D11/38 (CN) 
C08J2367/02 (CN) 
C08J2403/08 (CN) 
C08J2467/04 (CN)";"2020-01-17";"2020-01-17";"069200569";
"225";"Thermoplastic elastomer material and production process thereof";"WANG GUIJUN 
WANG SHI";"NANJING VINT NEW MAT CO LTD";"CN118126499A";"2024-05-08";"C08L21/00 
C08L25/06 
C08L67/00 
C08L77/00 
C08L91/06";"C08L67/00 (CN) 
C08L2201/08 (CN) 
C08L2207/04 (CN) 
C08L67/00, C08L77/00, C08L25/06, C08L91/06, C08L21/00, INV (CN)      ";"2024-06-04";"2024-06-04";"091244405";
"226";"Carbon cycle integrated management platform service system";"LIN XUAN-LONG [TW]";"CARBON RECYCLE APPLIED MATERIALS CO LTD [TW]";"TWM672581U";"2025-01-14";"G06Q10/30 
G06Q50/00";"";"2025-07-11";"2025-07-11";"097226844";
"227";"Classification ball domestic waste treatment system and method";"SONG XIN";"BEIJING SHUIJIE TECH CO LTD";"CN111266390A";"2020-03-13";"B09B3/00 
B09B5/00";"B09B3/00 (CN) 
B09B5/00 (CN)";"2020-06-12";"2020-06-12";"070993147";
"228";"Automatic packaging and stacking integrated system";"LI HAIMING";"HANGZHOU YONGCHENG PACKAGING TECH CO LTD";"CN121348869A";"2025-10-11";"B65G47/90 
B65G47/91 
B65G57/04 
B65G57/22 
B65G61/00 
G05B19/042 
G06F30/27 
G06N3/0442 
G06N3/092 
G06N3/126 
G06F111/06 
G06F111/18";"B65G47/905 (CN) 
B65G47/917 (CN) 
B65G57/04 (CN) 
B65G57/22 (CN) 
B65G61/00 (CN) 
G05B19/0423 (CN) 
G06F30/27 (CN) 
G06N3/0442 (CN) 
G06N3/092 (CN) 
G06N3/126 (CN) 
G05B2219/25257 (CN) 
G06F2111/06 (CN) 
G06F2111/18 (CN)";"2026-01-16";"2026-01-16";"098396956";
"229";"Centralized feeding system for central feeding system";"WU BENGUI";"LINGHAO INTELLIGENT TECH NINGBO CO LTD";"CN120962948A 
CN120962948B";"2025-09-09";"B29B13/02 
B29B17/00 
B29C45/17 
B29C45/18 
B29C45/76";"B29B13/022 (CN) 
B29B17/0005 (CN) 
B29C45/17 (CN) 
B29C45/1753 (CN) 
B29C45/18 (CN) 
B29C45/76 (CN) 
B29C2945/76832 (CN) 
B29C2945/76973 (CN)";"2025-11-18 
2026-04-28";"2025-11-18";"097652423";
"230";"Device and method for recycling used cooking oil";"LIN HSIU-AN [TW] 
LIN HSIU AN [TW]";"LIN HSIU AN [TW]";"TW202349268A 
TWI829191B";"2022-06-09";"C08J11/00 
C11B13/00 
F24C15/20 
G06F30/27 
G06K19/10";"";"2023-12-16 
2024-01-11";"2023-12-16";"090039146";
"231";"PRÉFORME ET CONTENANT EN MATIÈRE PLASTIQUE";"DEMIR ADEM [AT]";"ALPLA WERKE ALWIN LEHNER GMBH & CO KG [AT]";"EP3833521A1 
EP3833521B1 
EP3833521C0";"2018-08-10";"B29C49/00 
B29B11/08 
B29B11/14 
B29C49/06 
B29L31/00 
B29C45/00 
B29C49/10";"B28B11/08 (CH) 
B29B11/14 (EP,CH) 
B29C45/006 (EP) 
B29C49/00 (CH) 
B29C49/06 (EP) 
B29C49/071 (EP) 
B65D1/023 (CH) 
B29B11/08 (EP) 
B29C2049/023 (EP) 
B29C2795/00 (EP) 
B29C2949/0715 (EP) 
B29C2949/0723 (EP) 
B29C2949/0724 (EP) 
B29C2949/0732 (EP) 
B29C2949/0733 (EP) 
B29C2949/0778 (EP) 
B29C2949/0793 (EP) 
B29C2949/08 (EP) 
B29C2949/0825 (EP) 
B29C2949/0826 (EP) 
B29C2949/22 (EP) 
B29C2949/24 (EP) 
B29C2949/26 (EP) 
B29C2949/28 (EP) 
B29C49/10 (EP) 
B29L2031/7282 (EP)";"2021-06-16 
2023-08-23";"2020-02-14";"063406999";
"232";"Container with Transponder";"LOSSAU HARALD [DE]";"DYNAMIC SYSTEMS GMBH [DE]";"US2010032437A1";"2004-12-17";"B65D90/00 
G06K19/077 
G06K7/01";"B01L3/545 (EP,US) 
B01L3/5453 (EP,US) 
B65D23/14 (EP,US) 
B01L2300/022 (EP,US) 
B01L2300/024 (EP,US) 
B65D2203/10 (EP,US)";"2010-02-11";"2006-06-29";"035789373";
"233";"Screw cold heading forming process";"PENG JUN 
LIU XIAONING 
WU QIXIN";"YUANTUO PREC MACHINERY SHANGHAI CO LTD";"CN120715159A";"2025-07-10";"B21J5/00 
B21J5/06 
B21J5/08 
B21K1/56";"B21J5/002 (CN) 
B21J5/06 (CN) 
B21J5/08 (CN) 
B21K1/56 (CN)";"2025-09-30";"2025-09-30";"097156441";
"234";"Meat food supply chain tracing method based on RFID, QRCode and NFC";"QIU RONGZU 
LIN YUHONG 
LIN YUYING 
CHEN QINGYAO";"UNIV FUJIAN AGRICULTURE & FORESTRY";"CN105868995A 
CN105868995B";"2016-03-25";"G06K17/00 
G06Q30/00";"G06K17/0022 (CN) 
G06Q30/018 (CN)";"2016-08-17 
2021-05-28";"2016-08-17";"056624854";
"235";"Product drainage anti-counterfeiting/tracing joint sales system";"CHEN MINGFA";"ATMOVIE HAINAN ARTIFICIAL INTELLIGENCE LTD COMPANY";"CN216249309U";"2021-05-08";"G06K19/06 
G06Q30/00 
G06Q30/02";"B65B61/20 (CN) 
B65D23/14 (CN) 
B65D25/205 (CN) 
G06K17/00 (CN) 
G06K19/06 (CN) 
G06Q30/0185 (CN)";"2022-04-08";"2021-12-21";"078914187";
"236";"Old clothes recycling box with bag distributing function";"WANG HONGJIE 
SHI HUI 
ZHONG QIUTING 
CHEN SINI 
MA ZIXIU";"GUANGZHOU HUASHANG COLLEGE";"CN220925192U";"2023-08-10";"B65F1/00 
B65F1/14";"";"2024-05-10";"2024-05-10";"090941559";
"237";"METHOD FOR RECYCLING LITHIUM BATTERIES";"HANISCH CHRISTIAN [DE] 
ELWERT TOBIAS [DE] 
BRÜCKNER LISA [DE]";"DUESENFELD GMBH [DE]";"US12412941B2 
US2022320619A1";"2019-07-26";"C22B15/00 
C22B26/12 
C22B3/00 
C22B47/00 
C22B7/00 
H01M10/0525 
H01M10/54";"C22B1/005 (EP,IL,KR) 
C22B15/0071 (IL,US) 
C22B23/043 (IL,KR,US) 
C22B23/0484 (IL,US) 
C22B26/12 (IL,US) 
C22B3/02 (EP,IL,KR) 
C22B3/08 (IL,KR) 
C22B3/22 (IL,KR) 
C22B3/42 (IL,KR) 
C22B47/0063 (IL,US) 
C22B47/0081 (IL,US) 
C22B7/007 (EP,IL,KR,US) 
H01M10/0525 (IL,US) 
H01M10/54 (IL,US) 
Y02P10/20 (EP) 
Y02W30/84 (EP,IL)";"2022-10-06 
2025-09-09";"2021-02-04";"067688724";
"238";"A transportation box for fresh and alive aquatic thing";"HU HAINA";"HU HAINA";"CN206923528U";"2017-07-03";"A01K63/02 
A01K63/04";"";"2018-01-26";"2018-01-26";"061353469";
